 8067                        11 37 52.9    50 37 05    6.14         star G9III
 8068                        17 08 17.0    50 50 31    6.46         star A1V
 8069 80Pi 1Cyg              21 42 05.6    51 11 23    4.67         star B3IV
 8070                        13 37 42.9    50 42 52    6.48         star M2II
 8071                        13 28 45.6    50 43 05    6.43         star F0IV
 8072                        02 56 50.5    51 15 39    6.22         star K5III
 8073                        23 58 24.7    51 23 19    4.80         star M7III
 8074                        19 34 19.7    51 14 11    5.73         star F7V
 8075                        00 17 42.9    51 25 59    6.14         star O9III
 8076                        06 13 45.3    51 10 20    6.04         star K1III
 8077                        14 02 59.6    50 58 18    6.15         star A2V
 8078                        01 52 50.7    51 28 29    6.26         star A3V
 8079                        00 50 57.3    51 30 29    6.39         star F2IV
 8080 9    Lac               22 37 22.3    51 32 43    4.63         star A8IV
 8081                        00 51 33.6    51 34 16    6.21         star B9V
 8082                        20 12 31.7    51 27 49    6.01         star K2III
 8083                        18 19 55.9    51 20 51    6.30        Star unclass
 8084                        23 50 22.2    51 37 18    6.44         star F3V
 8085                        21 34 27.4    51 41 54    6.15         star B9III
 8086                        09 20 43.7    51 15 57    6.13         star F3V
 8087 33Gam Dra              17 56 36.2    51 29 19    2.23         star K5III
 8088                        05 50 56.4    51 30 52    6.29         star K1III
 8089                        07 13 23.4    51 25 43    5.47         star M3III
 8090                        16 28 43.3    51 24 27    6.29         star G9III
 8091 9    Aur               05 06 40.6    51 35 52    5.00         star F0V
 8092                        14 17 21.0    51 18 25    6.20         star A2IV
 8093                        06 04 29.0    51 34 24    6.45         star A7III
 8094                        14 49 32.2    51 22 28    6.51         star F5IV
 8095 21Iot Boo              14 16 09.8    51 22 01    4.75         star A9V
 8096 10Iot2Cyg              19 29 42.2    51 43 46    3.79         star A5V
 8097 27    Lyn              08 08 27.3    51 30 23    4.84         star A2V
 8098                        20 34 50.3    51 51 15    6.11         star A9II
 8099                        01 50 57.0    51 56 00    5.90         star F5IV
 8100                        20 05 06.6    51 50 21    6.14         star M1III
 8101                        20 48 42.6    51 54 38    6.29         star B8V
 8102                        00 24 15.5    52 01 12    5.57         star B5IV
 8103                        11 00 25.5    51 30 06    6.43         star G9III
 8104                        09 24 55.6    51 34 25    6.31         star G2III
 8105                        05 56 14.4    51 48 13    6.49         star A5V
 8106 15    UMa              09 08 52.2    51 36 16    4.48         star F0IV
 8107 7    CVn               12 30 02.8    51 32 07    6.21  W      star F6V
 8108 5    CVn               12 24 01.4    51 33 43    4.80         star G6III
 8109                        17 41 21.6    51 49 04    5.99        Star unclass
 8110 25The UMa              09 32 51.3    51 40 37    3.17         star F6IV
 8111                        19 59 15.3    52 03 21    6.15         star B5III
 8112 3Bet Lac               22 23 33.5    52 13 45    4.43  S      star G8III
 8113                        07 24 57.2    51 53 13    5.80         star K5III
 8114 17Kap1Boo              14 13 27.6    51 47 15    6.69         star F1V
 8115                        03 08 03.8    52 12 48    6.31         star B5V
 8116 17Kap2Boo              14 13 28.9    51 47 24    4.54         star A8IV
 8117 23The Boo              14 25 11.7    51 51 02    4.05  W      star F7V
 8118                        18 32 11.2    52 06 56    6.56         star B9V
 8119                        15 20 05.1    51 57 30    5.66  S      star A4V
 8120                        20 31 21.0    52 18 35    6.18         star K0III
 8121                        18 39 52.6    52 11 46    6.00         star A0
 8122                        10 59 17.8    51 52 55    6.17         star K0
 8123                        03 00 52.1    52 21 06    5.28         star B7V
 8124                        03 00 53.4    52 21 08    6.74         star B9V
 8125                        19 02 06.9    52 15 40    6.31         star G8III
 8126 7Iot1Cyg               19 27 25.8    52 19 14    5.75         star A1V
 8127                        07 17 33.6    52 07 50    5.92        Star unclass
 8128                        20 47 52.7    52 24 26    6.27         star G7IV
 8129                        15 36 04.0    52 04 10    6.74         star F4III
 8130                        01 04 02.3    52 30 08    5.99         star K2
 8131                        22 44 49.1    52 31 02    6.55         star K2
 8132 26    UMa              09 34 49.4    52 03 04    4.50         star A2V
 8133 24Psi Cyg              19 55 37.6    52 26 20    4.92         star A4V
 8134                        18 33 56.5    52 21 12    5.36         star K0III
 8135                        13 43 54.6    52 03 51    6.02         star A1V
 8136 23Bet Dra              17 30 25.8    52 18 04    2.79         star G2I
 8137                        19 08 25.7    52 25 32    5.81         star K1IV
 8138                        22 59 10.2    52 39 16    6.29         star K2
 8139                        21 31 27.4    52 37 12    6.16         star G2I
 8140                        00 53 47.5    52 41 21    6.27         star A5
 8141                        17 10 30.5    52 24 31    6.29         star B9V
 8142                        15 42 50.5    52 21 38    5.51         star B9
 8143                        23 07 10.0    52 48 59    6.11         star K0III
 8144 18Tau Per              02 54 15.4    52 45 45    3.95         star G4III
 8145                        00 31 41.1    52 50 22    5.60         star K2III
 8146                        10 05 10.4    52 22 14    6.14         star A5IV
 8147                        22 01 50.5    52 52 56    5.78         star B5III
 8148                        06 11 46.0    52 38 50    6.30         star A5III
 8149                        21 26 44.9    52 53 55    6.03         star B6V
 8150                        21 30 20.3    52 57 29    6.02         star A2V
 8151                        04 53 09.8    52 50 27    6.41         star A2V
 8152                        14 15 16.8    52 32 08    6.58         star A4V
 8153                        10 52 31.8    52 30 12    6.44         star K2III
 8154                        00 25 06.3    53 02 49    5.74         star B9IV
 8155                        04 56 07.1    52 52 10    5.75         star A2V
 8156                        02 52 51.9    52 59 52    6.36         star B8III
 8157                        20 46 21.1    52 59 43    6.33         star K0
 8158                        10 52 30.7    52 33 54    6.65        Star unclass
 8159                        07 05 39.8    52 45 28    6.12         star A3V
 8160 20    Cyg              19 50 37.6    52 59 16    5.03         star K3III
 8161                        08 39 17.5    52 42 41    5.91        Star unclass
 8162                        18 51 34.8    52 58 29    5.51         star G9IV
 8163                        18 46 42.9    52 59 17    5.88         star B2V
 8164                        23 16 42.2    53 12 49    5.54  W      star F7V
 8165 3    Cam               04 39 54.7    53 04 47    5.05         star K0III
 8166 16    Dra              16 36 11.3    52 54 00    5.53         star B9V
 8167                        13 27 59.4    52 44 44    6.34         star F0
 8168                        20 06 13.7    53 09 56    5.85  W      star F5V
 8169 17    Dra              16 36 14.0    52 55 26    6.53         star A1V
 8170 17    Dra              16 36 13.5    52 55 27    5.08         star B9V
 8171                        11 16 03.9    52 46 22    6.50         star F6V
 8172                        16 02 05.3    52 54 56    5.93        Star unclass
 8173                        22 07 25.4    53 18 26    6.14         star A3I
 8174 8    Cam               04 59 46.3    53 09 20    6.08         star K4III
 8175                        21 03 47.5    53 17 10    5.90         star K0III
 8176                        08 39 00.0    52 55 29    6.42         star K0
 8177                        05 14 44.3    53 12 50    6.20         star A0V
 8178 82    UMa              13 39 30.3    52 55 16    5.46         star A3V
 8179                        01 07 09.4    53 29 54    6.38         star K2III
 8180                        18 23 47.6    53 18 02    6.32         star A3
 8181 1Kap Cyg               19 17 06.1    53 22 07    3.77         star G9III
 8182                        08 32 33.5    53 06 52    6.24         star K0IV
 8183 23Gam Per              03 04 47.7    53 30 23    2.93         star G8III
 8184                        02 42 59.6    53 31 34    5.84         star K0II
 8185 51    Dra              19 04 55.0    53 23 47    5.38         star A0V
 8186                        06 44 11.6    53 17 46    6.27         star K0
 8187                        12 30 50.0    53 04 35    6.21         star F8V
 8188                        21 10 15.5    53 33 48    5.73         star B9III
 8189 2    Cam               04 39 58.1    53 28 23    5.35         star A8V
 8190                        08 23 48.5    53 13 10    5.51         star A3V
 8191                        20 24 32.3    53 33 07    6.51         star B9III
 8192                        20 20 30.3    53 35 46    6.18         star K4III
 8193                        05 41 20.3    53 28 51    6.23  W      star K1V
 8194                        17 21 45.2    53 25 13    5.67         star K4III
 8195                        12 17 29.4    53 11 27    5.81         star K6III
 8196 45    Aur              06 21 46.0    53 27 08    5.36         star F5III
 8197                        04 16 43.1    53 36 43    5.19         star A2V
 8198                        05 17 17.8    53 35 10    6.50         star M7III
 8199                        08 38 22.1    53 24 04    5.66         star G8IV
 8200                        22 40 18.3    53 50 46    5.93         star K0III
 8201                        02 10 07.7    53 50 35    6.31         star G8III
 8202                        01 40 13.0    53 52 06    6.39         star K5III
 8203 17Zet Cas              00 36 58.2    53 53 49    3.66         star B2IV
 8204                        22 42 20.7    53 54 32    6.12         star K2
 8205 7    Cam               04 57 17.2    53 45 08    4.47         star A1V
 8206                        12 14 43.3    53 26 04    6.16        Star unclass
 8207                        08 20 29.1    53 34 27    6.49         star F0IV
 8208                        03 25 48.3    53 55 18    6.51         star A9III
 8209                        10 33 43.5    53 29 50    6.45         star A1V
 8210                        22 32 18.7    54 02 15    6.35         star G8III
 8211                        21 17 01.9    53 59 51    6.13         star A1V
 8212 1    Cam               04 32 01.8    53 54 39    5.77         star B0III
 8213                        21 37 38.6    54 02 32    6.15         star K1III
 8214                        18 43 28.8    53 52 19    6.11         star A2IV
 8215                        17 43 59.1    53 48 05    5.75         star A2V
 8216                        04 06 36.5    54 00 31    6.31         star K0III
 8217                        00 36 08.2    54 10 07    5.08         star B7III
 8218                        10 39 05.6    53 40 05    5.52         star K3III
 8219 64Gam UMa              11 53 49.7    53 41 40    2.44         star A0V
 8220 86    UMa              13 53 50.9    53 43 42    5.70         star A0V
 8221                        10 20 14.7    53 46 44    6.45         star F9V
 8222                        15 35 16.2    53 55 18    5.97        Star unclass
 8223                        10 04 36.2    53 53 29    5.74         star F5V
 8224                        22 48 47.7    54 24 54    6.12         star B5V
 8225                        15 26 32.4    54 01 11    6.45         star A2IV
 8226 18    UMa              09 16 11.2    54 01 18    4.83         star A5V
 8227                        14 38 15.1    54 01 23    5.85         star A1V
 8228 14Lam Cas              00 31 46.3    54 31 20    4.73         star B8V
 8229 4    Per               02 02 18.0    54 29 15    5.04         star B8III
 8230                        07 51 05.7    54 07 44    6.02         star F6V
 8231                        18 10 31.4    54 17 11    5.95         star K1III
 8232 33Del Aur              05 59 31.6    54 17 05    3.72  W      star K0III
 8233                        19 19 36.4    54 22 34    6.26         star A1V
 8234 30Phi UMa              09 52 06.3    54 03 51    4.59         star A3IV
 8235                        08 18 15.8    54 08 36    6.27         star K5
 8236                        05 06 22.0    54 24 21    7.24         star G5
 8237                        12 56 17.5    54 05 57    5.82         star A5
 8238                        05 36 35.2    54 25 43    5.73         star M0III
 8239                        10 20 31.1    54 13 00    6.00        Star unclass
 8240                        09 04 00.3    54 17 01    5.75         star A2V
 8241 21Mu  Dra              17 05 19.6    54 28 12    5.83         star F7V
 8242 21Mu  Dra              17 05 19.5    54 28 12    5.80         star F7V
 8243                        05 59 48.1    54 32 50    6.14         star K2III
 8244                        09 43 06.9    54 21 48    6.47         star A5
 8245                        00 33 10.3    54 53 42    5.93         star K0III
 8246                        11 30 12.8    54 21 41    6.41         star K0III
 8247                        21 40 43.2    54 52 20    6.20         star K0III
 8248 30Mu  Cas              01 08 16.3    54 55 13    5.17  W      star G5V
 8249                        15 37 31.8    54 30 31    5.87        Star unclass
 8250 84    UMa              13 46 35.6    54 25 57    5.70         star B9
 8251                        04 09 22.3    54 49 44    6.18         star F5V
 8252                        15 06 16.6    54 33 22    5.25         star G7III
 8253                        15 35 56.9    54 37 49    5.74  S      star A2V
 8254                        03 33 39.0    54 58 29    5.98         star A3V
 8255                        18 44 55.2    54 53 47    6.23         star G5III
 8256 44    UMa              10 53 34.4    54 35 05    5.10         star K3III
 8257                        19 38 41.0    54 58 26    5.82         star F6V
 8258 33The Cas              01 11 06.1    55 08 59    4.33  W      star A7V
 8259                        15 57 47.2    54 44 58    4.95         star F0IV
 8260 11    Per              02 43 02.7    55 06 21    5.77         star B7III
 8261 1    Per               01 51 59.2    55 08 51    5.52         star B1V
 8262 83    UMa              13 40 44.2    54 40 53    4.66         star M2III
 8263                        00 45 17.1    55 13 18    5.42         star A2V
 8264                        23 02 43.7    55 14 11    6.50         star B9III
 8265                        00 46 15.0    55 18 19    6.52         star A2III
 8266                        11 35 04.8    54 47 06    5.63         star K0III
 8267                        14 18 55.7    54 51 50    6.53         star A5V
 8268                        02 23 51.7    55 21 52    6.28         star F7I
 8269                        11 12 44.4    54 53 38    6.63         star A4V
 8270 5    Cam               04 55 03.1    55 15 33    5.52         star B9V
 8271 79Zet UMa              13 23 56.3    54 55 17    3.95         star A1
 8272 79Zet UMa              13 23 55.4    54 55 30    2.27         star A1V
 8273                        21 28 52.6    55 25 07    6.12         star B8III
 8274 25Nu 2Dra              17 32 15.8    55 10 22    4.87         star A4
 8275 24Nu 1Dra              17 32 10.4    55 11 02    4.88         star A6V
 8276                        20 18 24.7    55 23 50    5.76         star A2V
 8277 80    UMa              13 25 13.4    54 59 16    4.01         star A5V
 8278                        03 30 00.2    55 27 07    5.09         star A1V
 8279                        02 29 24.9    55 32 11    6.51         star A2
 8280                        05 59 45.7    55 19 14    6.44         star A5
 8281                        16 24 25.1    55 12 17    5.74         star A2
 8282                        07 52 36.6    55 12 33    6.38         star A0V
 8283                        19 42 03.9    55 27 47    6.48         star M5III
 8284                        01 53 48.4    55 35 53    6.45         star A5
 8285                        15 28 56.7    55 11 41    6.43         star A3
 8286 19    Lyn              07 22 52.1    55 16 52    5.45         star B8V
 8287 19    Lyn              07 22 50.9    55 17 03    6.53         star B9V
 8288 7    Lyn               06 34 32.8    55 21 10    6.45         star K0III
 8289                        23 57 08.4    55 42 21    5.55         star F1V
 8290                        11 41 43.5    55 10 20    6.27         star K5
 8291 8Sig Cas               23 59 00.4    55 45 18    4.88         star B1V
 8292 46    Dra              18 42 37.7    55 32 21    5.04  W      star B9
 8293                        04 48 07.0    55 36 09    6.26         star F0
 8294                        23 44 48.2    55 47 59    6.51        Star unclass
 8295                        15 47 37.9    55 22 35    5.86         star A3
 8296                        21 52 00.9    55 47 49    5.71         star B6IV
 8297 49    Dra              19 00 43.2    55 39 29    5.48         star G5II
 8298                        21 17 14.2    55 47 53    5.98         star K3III
 8299 81    UMa              13 34 07.2    55 20 54    5.60         star A0V
 8300                        14 32 30.8    55 23 51    5.76        Star unclass
 8301 9    Per               02 22 21.3    55 50 44    5.17         star A2I
 8302                        19 31 13.4    55 43 54    6.37         star K2II
 8303                        15 46 34.7    55 28 28    5.92        Star unclass
 8304                        22 49 46.1    55 54 10    5.43         star K1III
 8305 15Eta Per              02 50 41.7    55 53 44    3.76         star K3I
 8306 30Xi  Aur              05 54 50.8    55 42 24    4.99         star A2V
 8307                        06 48 12.9    55 42 15    6.33        Star unclass
 8308                        06 48 12.3    55 42 16    6.28        Star unclass
 8309                        03 47 32.2    55 55 21    6.10         star B9V
 8310                        16 42 58.2    55 41 24    6.16         star A2V
 8311                        22 35 51.7    56 04 12    6.38         star A3V
 8312                        20 39 00.1    56 00 18    6.48         star F2V
 8313                        07 36 46.9    55 45 18    5.92         star K2III
 8314                        03 05 39.9    56 04 07    6.11         star G9III
 8315                        20 29 26.9    56 04 05    5.91  W      star B9V
 8316                        11 46 55.5    55 37 41    5.27         star K2III
 8317                        16 09 25.8    55 49 43    6.49         star K0
 8318                        09 29 47.5    55 44 43    6.45         star F3V
 8319                        15 52 16.4    55 49 35    5.81        Star unclass
 8320                        17 55 23.5    55 58 16    6.10         star F0IV
 8321 73    UMa              12 27 35.0    55 42 45    5.70         star M2III
 8322 26    Cam              05 46 30.4    56 06 55    5.94         star A4V
 8323                        22 06 13.4    56 20 35    6.39         star A0III
 8324                        16 38 00.2    56 00 55    5.29         star K1III
 8325                        11 25 57.0    55 51 01    5.75         star K0III
 8326                        13 45 13.1    55 52 45    6.50         star F7IV
 8327                        22 26 59.1    56 26 00    6.57         star B5III
 8328                        20 05 21.3    56 20 29    6.21         star F4V
 8329 77Eps UMa              12 54 01.6    55 57 34    1.77         star A0
 8330 36    UMa              10 30 37.5    55 58 49    4.84         star F8V
 8331 18Alp Cas              00 40 30.4    56 32 14    2.23         star K0III
 8332                        20 44 21.9    56 29 17    5.78         star M3III
 8333                        06 26 25.8    56 17 06    5.64         star A3V
 8334                        22 33 40.5    56 37 30    5.71         star G8III
 8335 13    Cep              21 54 53.1    56 36 41    5.80         star B8I
 8336 10    Per              02 25 15.9    56 36 36    6.25         star B2I
 8337                        04 21 51.8    56 30 24    5.88         star A3V
 8338 33    Cyg              20 13 23.8    56 34 04    4.30         star A3IV
 8339                        21 02 09.0    56 40 11    5.83         star B8III
 8340                        20 26 23.4    56 38 20    6.36         star B9V
 8341                        03 05 32.4    56 42 21    4.76         star G9III
 8342                        22 38 37.8    56 47 45    5.21         star M4III
 8343                        19 56 18.9    56 41 13    6.12         star A4V
 8344 24    Cam              05 43 01.6    56 34 54    6.05         star K0III
 8345                        18 14 40.9    56 35 17    6.37         star F1V
 8346                        22 11 48.7    56 50 22    5.24  W      star F8V
 8347                        08 13 50.2    56 27 07    5.85         star G9III
 8348                        20 31 46.4    56 46 48    6.14        Star unclass
 8349 78    UMa              13 00 43.7    56 21 58    4.93         star F2V
 8350                        07 56 26.8    56 30 15    6.72         star A2IV
 8351 48Bet UMa              11 01 50.4    56 22 56    2.37         star A1V
 8352                        01 07 00.1    56 56 06    6.43         star K2III
 8353 4    Cam               04 48 00.3    56 45 26    5.30         star A3
 8354                        23 00 05.0    56 56 43    5.00         star G4
 8355                        20 56 16.9    56 53 15    6.23         star B2IV
 8356                        16 59 21.3    56 41 18    6.03        Star unclass
 8357                        03 38 19.6    56 55 58    6.30         star B9
 8358 53    Dra              19 11 40.3    56 51 33    5.12         star G8III
 8359 23Eps Cep              22 15 01.9    57 02 37    4.19  W      star F0IV
 8360                        02 16 51.6    57 03 19    6.48  W      star B1I
 8361                        23 01 30.6    57 06 20    6.20         star K1II
 8362                        01 44 46.0    57 05 21    6.25         star A2V
 8363 43    UMa              10 51 11.0    56 34 55    5.67         star K2III
 8364                        16 45 17.6    56 46 54    4.85  S      star F2V
 8365 66    UMa              11 55 58.3    56 35 54    5.84         star K1III
 8366                        02 49 30.7    57 05 03    6.25  S      star A5I
 8367 32Xi  Dra              17 53 31.5    56 52 21    3.75  W      star K2III
 8368                        00 10 29.6    57 09 56    6.74         star B7IV
 8369                        23 13 16.9    57 10 06    5.56  W      star K3V
 8370 11    Lyn              06 37 38.5    56 51 27    5.85         star A2V
 8371 29    Cam              05 50 34.0    56 55 08    6.54         star A4IV
 8372                        09 21 43.2    56 41 56    5.47         star M4III
 8373                        19 43 39.4    57 02 33    6.27         star K2III
 8374                        20 43 13.4    57 06 51    6.32         star B2III
 8375 17    UMa              09 15 49.8    56 44 28    5.27         star K5III
 8376                        03 15 48.0    57 08 27    5.79         star A0I
 8377                        03 49 19.5    57 07 05    6.46  W      star A0V
 8378                        22 16 26.4    57 13 13    5.88         star G8III
 8379                        23 41 54.4    57 15 36    6.24         star G8III
 8380 45    Dra              18 32 34.3    57 02 43    4.77         star F7I
 8381                        11 29 43.4    56 44 14    6.28         star A4
 8382                        22 23 00.1    57 17 04    6.16         star B8III
 8383                        09 59 51.6    56 48 42    5.48         star K5III
 8384 71    UMa              12 25 03.1    56 46 38    5.81         star M3III
 8385                        23 55 33.6    57 24 44    6.00         star B0II
 8386                        23 47 01.8    57 27 05    5.51         star K3II
 8387 18    Cam              05 32 33.8    57 13 16    6.48         star F8V
 8388 23    Lyn              07 40 49.4    57 04 57    6.06         star K5III
 8389 7Rho Cas               23 54 22.9    57 29 58    4.54         star G2
 8390 13    Lyn              06 46 49.5    57 10 08    5.35         star K0III
 8391                        21 38 57.5    57 29 21    5.62         star O6V
 8392                        14 34 15.8    57 03 54    6.48         star F6V
 8393                        01 44 17.8    57 32 11    6.21         star A3V
 8394 7    Per               02 18 04.4    57 31 00    5.98         star G7III
 8395 69Del UMa              12 15 25.5    57 01 56    3.31  W      star A3V
 8396 68    UMa              12 11 44.8    57 03 15    6.43        Star unclass
 8397                        17 40 36.0    57 18 36    6.77         star K0
 8398                        04 15 01.8    57 27 37    6.08         star A4III
 8399 37    UMa              10 35 09.6    57 04 57    5.16         star F1V
 8400                        11 21 49.2    57 04 29    6.43         star A7V
 8401                        09 46 31.6    57 07 40    5.20         star M3III
 8402 23    Cyg              19 53 17.3    57 31 25    5.14         star B5V
 8403                        20 45 21.0    57 34 47    4.51  W      star F8IV
 8404 5    Per               02 11 28.9    57 38 45    6.36         star B5I
 8405                        08 02 35.8    57 16 24    6.49         star F8V
 8406                        21 59 22.9    57 39 30    6.59         star A0III
 8407                        18 53 46.1    57 29 12    6.22        Star unclass
 8408                        13 40 21.2    57 12 26    6.29         star A2V
 8409 39    UMa              10 43 43.2    57 11 56    5.80         star A0V
 8410                        04 27 00.9    57 35 07    6.32         star A0III
 8411 16    Cam              05 23 27.8    57 32 40    5.28  W      star A0V
 8412 24Eta Cas              00 49 05.9    57 48 57    3.44         star F9V
 8413                        19 20 15.9    57 38 43    5.91         star M1III
 8414                        17 33 31.5    57 33 31    6.17  S      star G5III
 8415 54    Dra              19 13 55.0    57 42 18    4.99         star K2III
 8416 41    UMa              10 46 22.4    57 21 56    6.34         star M1III
 8417                        06 57 13.2    57 33 47    6.05         star K3III
 8418                        09 57 13.5    57 25 05    5.93         star G5III
 8419 8    Per               02 17 59.8    57 53 59    5.75         star K3III
 8420                        19 21 25.3    57 46 01    6.43         star K2
 8421                        03 33 41.1    57 52 08    6.37         star F7V
 8422                        01 38 07.5    57 58 39    5.56         star G5II
 8423                        00 56 12.8    57 59 48    6.21         star K3III
 8424                        04 17 08.2    57 51 38    5.71         star K1III
 8425 48    Dra              18 56 44.8    57 48 54    5.66         star K1III
 8426 14    Cep              22 02 04.5    58 00 02    5.56         star O9V
 8427                        03 53 43.3    57 58 30    5.80         star A5
 8428                        01 23 21.5    58 08 35    6.45         star F4V
 8429                        19 43 14.4    58 00 59    6.22         star G0V
 8430 30    Lyn              08 20 26.0    57 44 35    5.89         star F4V
 8431                        17 30 43.6    57 52 34    6.40         star K2III
 8432                        19 25 46.6    58 01 38    6.60         star B8IV
 8433 21Zet Cep              22 10 51.2    58 12 04    3.35         star K1I
 8434 34Phi Cas              01 20 04.8    58 13 54    4.98         star F0I
 8435                        01 08 33.2    58 15 49    5.79         star B8V
 8436 15    Cam              05 19 27.8    58 07 02    6.13         star B5V
 8437                        16 09 02.7    57 56 15    6.33         star A1V
 8438                        01 33 25.7    58 19 39    5.70  S      star K0I
 8439                        15 39 09.3    57 55 27    6.45         star K1III
 8440                        02 51 45.4    58 18 53    6.45  W      star A1
 8441                        19 55 22.0    58 15 01    6.09         star G9III
 8442 70    UMa              12 20 50.7    57 51 49    5.55         star K5III
 8443                        18 57 28.2    58 13 31    6.46         star A2IV
 8444                        00 06 15.9    58 26 12    5.96         star G5V
 8445 27Del Cep              22 29 10.2    58 24 55    3.75         star F5I
 8446                        02 08 40.4    58 25 25    5.67         star A1I
 8447 6    Lyn               06 30 47.2    58 09 45    5.88  W      star K0III
 8448                        22 47 23.1    58 28 58    6.36         star B9IV
 8449                        11 40 27.3    57 58 13    6.37         star B9
 8450                        23 30 01.9    58 32 56    4.91         star B3IV
 8451                        23 03 21.5    58 33 53    6.43         star G8IV
 8452                        02 13 41.4    58 33 40    6.44         star A3I
 8453 5Tau Cas               23 47 03.4    58 39 07    4.87         star K1III
 8454                        01 42 17.7    58 37 40    6.37         star B8III
 8455                        08 10 03.7    58 14 52    5.93        Star unclass
 8456                        21 17 18.7    58 36 42    6.42         star B2III
 8457                        21 19 15.7    58 37 25    5.66         star M1I
 8458 5    Lyn               06 26 48.9    58 25 02    5.21         star K4III
 8459                        00 42 31.0    58 45 12    6.17         star B9III
 8460 15    Lyn              06 57 16.5    58 25 20    4.35         star G5III
 8461 Mu  Cep                21 43 30.3    58 46 48    4.08         star M2I
 8462                        22 07 09.5    58 50 27    6.32         star G6III
 8463                        03 33 32.1    58 45 54    6.40         star A4III
 8464 74    UMa              12 29 57.2    58 24 20    5.35         star A5
 8465                        23 49 11.9    58 57 47    6.33         star F2IV
 8466                        17 26 04.7    58 39 06    6.51         star A4V
 8467 26Ups1Cas              00 55 00.0    58 58 22    4.83         star K2III
 8468 13The Dra              16 01 53.1    58 33 54    4.01         star F8IV
 8469                        03 29 54.9    58 52 43    4.54         star A0I
 8470                        19 55 55.3    58 50 46    4.96         star K5II
 8471 39    Dra              18 23 54.3    58 48 01    4.98         star A1V
 8472                        13 50 27.6    58 32 21    6.46         star A3V
 8473 24    Lyn              07 43 00.4    58 42 36    4.99         star A3IV
 8474                        22 11 56.8    59 05 05    6.30         star K0III
 8475 11Bet Cas              00 09 10.6    59 08 59    2.27         star F2III
 8476 11    Cam              05 06 08.5    58 58 21    5.08  W      star B2V
 8477 28Ups2Cas              00 56 39.7    59 10 52    4.63         star G8III
 8478 37    Cam              06 09 59.1    58 56 09    5.36         star G8III
 8479 30    Cam              05 52 17.4    58 57 50    6.14         star A0V
 8480 12    Cam              05 06 12.2    59 01 16    6.08  W      star K0III
 8481 39Chi Cas              01 33 55.8    59 13 55    4.71         star G9III
 8482                        04 04 27.2    59 09 20    5.06         star F0II
 8483 2    Lyn               06 19 37.4    59 00 39    4.48         star A2V
 8484                        21 42 45.3    59 16 16    6.08         star K1III
 8485 75    UMa              12 30 04.2    58 46 02    6.08         star G8III
 8486                        15 55 49.5    58 54 41    6.31         star A0V
 8487 2    Cas               23 09 44.0    59 19 59    5.70         star A5III
 8488 12Iot Dra              15 24 55.7    58 57 57    3.29  W      star K2III
 8489 1    Cas               23 06 36.8    59 25 11    4.85         star B0IV
 8490 22Lam Cep              22 11 30.6    59 24 52    5.04         star O6I
 8491                        08 01 20.7    59 02 50    5.77        Star unclass
 8492                        03 30 11.3    59 21 58    6.13         star A2V
 8493                        20 59 25.2    59 26 19    5.51        Star unclass
 8494                        08 53 05.9    59 03 21    6.25         star F5IV
 8495 29Ups UMa              09 50 59.3    59 02 18    3.80         star F2IV
 8496                        00 00 30.8    59 33 35    6.19         star G9III
 8497                        00 46 42.3    59 34 28    6.39         star G0I
 8498 47Omi Dra              18 51 11.9    59 23 18    4.66         star G9III
 8499                        05 15 11.3    59 24 20    6.15         star K2III
 8500 4    Lyn               06 22 03.6    59 22 20    5.94         star A3V
 8501                        06 05 08.3    59 23 35    6.34         star K1III
 8502                        04 43 18.1    59 31 15    6.50         star A7IV
 8503                        20 25 05.0    59 36 00    6.44         star A2IV
 8504                        23 07 10.3    59 43 39    6.40         star B2V
 8505 12    Lyn              06 46 14.1    59 26 29    4.87         star A3V
 8506                        14 51 26.3    59 17 37    5.46         star K4III
 8507                        04 22 57.9    59 36 59    6.19         star A4V
 8508 14    Lyn              06 53 05.1    59 26 54    5.33         star G4III
 8509                        18 27 42.1    59 32 56    6.43         star K0IV
 8510                        21 27 25.2    59 45 00    6.10         star M3III
 8511                        09 06 43.0    59 20 39    6.45         star A2V
 8512                        22 59 08.9    59 48 53    6.43         star B9III
 8513                        16 03 09.1    59 24 38    6.19         star M1III
 8514                        14 08 45.9    59 20 15    6.46         star K0III
 8515                        19 53 35.2    59 42 32    6.06  W      star A3V
 8516 42    UMa              10 51 23.6    59 19 11    5.58         star K2III
 8517                        23 48 53.8    59 58 44    6.34         star A0V
 8518                        00 30 19.8    59 58 38    5.94         star B9III
 8519 18    Lyn              07 15 54.9    59 38 14    5.20         star K2III
 8520 29    Lyn              08 17 50.4    59 34 15    5.64         star A7IV
 8521                        23 57 33.4    60 01 25    6.47         star B9III
 8522                        12 36 23.2    59 29 12    5.50         star M4III
 8523                        03 29 04.1    59 56 25    4.21         star B9I
 8524                        04 09 27.6    59 54 29    6.28         star G8II
 8525                        21 11 48.1    59 59 11    5.64         star B0II
 8526                        03 42 42.7    59 58 10    5.76         star K3II
 8527                        22 53 03.7    60 06 04    6.01        Star unclass
 8528                        23 22 32.4    60 08 01    5.56         star K3II
 8529                        03 35 00.8    60 02 28    6.46         star F3V
 8530                        16 17 15.1    59 45 17    5.40         star M4III
 8531                        07 06 01.3    59 48 07    6.44         star G8III
 8532 31    Cam              05 54 57.8    59 53 18    5.20         star A2V
